@relation chscase-funds

@attribute col_1 {20th_Cent_Vista_Inv,20th_Century_Ultra,AIM_Charter,AIM_Constellation,Acorn,Affiliated,Alger_Small_Capitali,Alliance_G_and_I_A,Alliance_Intl_A,Alliance_Quasar_A,Amer_Cap_EmergG_A,Amer_Capital_Pace_A,American_Balanced,Babson_Enterprise,Babson_Growth,CGM_Capital_Developm,CGM_Mutual,Calvert-Ariel_Growth,Calvert_Soc_Inv_MgGr,Capital_Income_Build,Cardinal,Clipper,Columbia_Growth,Columbia_Special,Common_Sense_G_and_I,Dean_Witter_EqutyInc,Dean_Witter_WrldWide,Delaware,Delaware_Decatur_I,Delaware_Decatur_II,Delaware_Trend,Dodge_and_Cox_Balanced,Dreyfus_Appreciation,Dreyfus_Capital_Grow,Dreyfus_New_Leaders,Eaton_Vance_Investor,EuroPacific_Growth,Evergreen,Evergreen_Total_Ret,FPA_Paramount,Fidelity,Fidelity_Advisor,Fidelity_Balanced,Fidelity_Capital_App,Fidelity_Equity_Inc,Fidelity_Europe,Fidelity_Growth_Co,Fidelity_OTC,Fidelity_Overseas,Fidelity_Puritan,Fidelity_Retire_Grwt,Financial_Dynamics,Financial_Ind_Income,Financial_Industrial,First_Investors_Glob,Founders_Blue_Chip,Founders_Special,Franklin_Growth,Franklin_Rising_Div,Fundamental_Investor,GT_Europe_Growth_A,GT_Int_Growth_A,GT_Pacific_GrowthA,George_Putnam_Bost_A,Gintel,Gradison-McDnld_EV,Guardian_Park_Avenue,Harbor_International,Hartwell_EmergngGrwt,IDEX_3,IDS_Discovery,IDS_International,IDS_Mutual,IDS_Progressive,IDS_Strategy_Aggr_Eq,IDS_Strategy_Equity,International_Equity,Investment_Co_Amer,Janus,Janus_Venture,John_Hancock_Sovergn,Kaufmann,Kemper_International,Kemper_Inv_Tot_Ret,Kemper_Small_CapEqu,Kemper_Total_Return,Keystone_Custodian,Keystone_Custodn_S-4,Legg_Mason_Spec_Inv,Lindner,MFS_Emerging_Growth,MFS_Lifetime_EmrGrw,MFS_Lifetime_Total_R,MFS_Total_Return,MainStay_Total_Ret,Mas_Inv_Growth_Stock,Mass_Investors,Merl_Lnch_Strateg_B,Merrill_Lynch_BalInB,Merrill_Lynch_BasicV,Merrill_Lynch_Cap_A,Merrill_Lynch_Euro_B,Merrill_Lynch_Intl_A,Merrill_Lynch_PacfcA,MetLife_StateStCapAp,National_Total_Retur,Natl_Inc_and_Growth_A,New_Economy,New_Perspective,Newberger&Berman_Grd,Nicholas_II,Nicholas_Ltd_Editio,Oppenheimer_Discover,Oppenheimer_EqutyInc,Oppenheimer_Global,Oppenheimer_Target,Pacific_Horizon_AG,Pax_World,Pennsylvania_Mutual,Phoenix_Balanced,Pilgrim_MagnaCap,Pioneer_Three,Prud_Growth_Opport_B,Prudential_Equ_Inc_B,Prudential_Equity_B,Prudential_Global_B,Putnam_Fund_G&I_A,Putnam_Global_Growth,Putnam_Managed_Incom,Putnam_OTC_Emerg_Grw,Putnam_Strategic_Inc,Putnam_Vista,Putnam_Voyager,Rightime,Rightime_Blue_Chip,Roberts_Steph_EmGr,Royce_Value,SAFECO_Growth,SAFECO_Income,Scudder_Development,Scudder_Global,Scudder_Internationa,Security_Action,Selected_Amer_Shares,Seligman_Capital,Seligman_Common_Stck,Shearson_Aggr_Growth,Shearson_Premium,Shearson_Sector_An_B,Sit_New_Beginning,Skyline_Special_Equi,Smith_Barney_I_and_G_A,Stagecoach_Corporate,SteinRoe_Special,SteinRoe_Stock,SteinRoe_Total_Retur,Strong_Discovery,Strong_Investment,Strong_Total_Return,TRowe_Price_EquInc,TRowe_Price_G_and_I,TRowe_Price_Intl_St,TRowe_Price_New_Hor,T_Rowe_Price_OTC,Templeton_Foreign,Templeton_Growth,Templeton_SmallCoGr,Templeton_World,Thomson_OpportunityB,USAA_Inv_Cornerstone,USAA_Mutual_Aggr_Grw,USAA_Mutual_Inc_Stck,United_Contnentl_Inc,United_Income,United_Intl_Growth,United_New_Concepts,Value_Line_Lever_Grt,Vanguard_Explorer,Vanguard_Ind_Ext_Mkt,Vanguard_Quantitativ,Vanguard_STAR,Vanguard_Small_CapSt,Vanguard_World_IntGr,Vista_Growth_and_Incom,Wellington}
@attribute col_2 numeric
@attribute col_3 numeric
@attribute binaryClass {P,N}

@data
Putnam_OTC_Emerg_Grw,6,15336,N
Calvert-Ariel_Growth,6,14455,N
Scudder_Global,7,13723,P
Harbor_International,7,13726,P
EuroPacific_Growth,7,12767,P
New_Perspective,7,12952,P
Scudder_Internationa,7,11618,P
TRowe_Price_Intl_St,7,11700,P
Templeton_Foreign,7,12502,P
Templeton_Growth,7,13320,P
Merrill_Lynch_PacfcA,7,10473,P
Oppenheimer_Global,7,11885,P
Merrill_Lynch_Intl_A,7,11688,P
Merrill_Lynch_Euro_B,7,11419,P
GT_Pacific_GrowthA,7,11337,P
Templeton_SmallCoGr,7,13183,P
International_Equity,7,10499,P
Fidelity_Europe,7,10859,P
Dean_Witter_WrldWide,7,10982,P
Vanguard_World_IntGr,7,10176,P
Templeton_World,7,12317,P
Putnam_Global_Growth,7,11412,P
First_Investors_Glob,7,11077,P
GT_Int_Growth_A,7,10856,P
IDS_International,7,10383,P
Kemper_International,7,10232,P
Fidelity_Overseas,7,9569,P
Prudential_Global_B,7,9939,P
United_Intl_Growth,7,10252,P
Alliance_Intl_A,7,9781,P
GT_Europe_Growth_A,7,9426,P
